,Ticker,Shares
1,CSCO,175.80872011251756
2,TGT,38.2687229727144
3,BK,167.0564650851988
4,MRK,119.21793037672866
5,PFE,200.160128102482
6,COP,139.2951664577239
7,LLY,38.26140189776553
8,CL,127.58356723653993
9,GOOG,3.3427487422907856
10,COF,63.967248768630455
